"","freq","spec","lower","upper","data_type"
"172",0.095,0.11908414333137,0.116418491093633,0.121476997574544,"TRW"
"173",0.096,0.102981120893637,0.0839257338561927,0.126776546784772,"MXD"
"174",0.096,0.118711715061666,0.116146200117727,0.121012405977433,"TRW"
"175",0.097,0.0998947356840721,0.0816242257842527,0.122803815697837,"MXD"
"176",0.097,0.118382270288258,0.115698870449135,0.120635128074103,"TRW"
"177",0.098,0.0968801017033918,0.0794767910625891,0.119294634481035,"MXD"
"178",0.098,0.118107333314994,0.115454797350784,0.120344161259959,"TRW"
"179",0.099,0.0939285436629267,0.077245657225304,0.115245034683297,"MXD"
"180",0.099,0.117870609934391,0.115259039367177,0.120124140830122,"TRW"
"181",0.1,0.0910330184996051,0.0745616035919627,0.112127329429598,"MXD"
"182",0.1,0.117497966422811,0.114911081844967,0.119767823268046,"TRW"
"183",0.101,0.0881898354423309,0.0719456154180483,0.108435699960805,"MXD"
"184",0.101,0.116975338350729,0.114406364210281,0.119276557934843,"TRW"
"185",0.102,0.0854001272895053,0.069425420850526,0.104817355638942,"MXD"
"186",0.102,0.11620902485412,0.113655654596999,0.118506023845065,"TRW"
"187",0.103,0.08267090198344,0.0671942131331537,0.100886675877876,"MXD"
"188",0.103,0.115170165099735,0.112650891987974,0.117445316967191,"TRW"
"189",0.104,0.0800152737283946,0.0648146868033942,0.0976566563248912,"MXD"
"190",0.104,0.114067145467488,0.111572095163192,0.116317026732187,"TRW"
"191",0.105,0.0774518674893074,0.0633003670878125,0.0942054134548919,"MXD"
"192",0.105,0.11287446244744,0.110350711449138,0.115097961659138,"TRW"
"193",0.106,0.0750039291254507,0.0619399291100152,0.0908082259613649,"MXD"
"194",0.106,0.111795923389563,0.109275194623585,0.113996112347833,"TRW"
"195",0.107,0.072697887762884,0.0600791572208843,0.0886064984220303,"MXD"
"196",0.107,0.110862531002795,0.108366941996759,0.113019528323133,"TRW"
"197",0.108,0.0705608993268741,0.0581268839768724,0.0868393902206471,"MXD"
"198",0.108,0.110154650688582,0.107696652589801,0.112209194327671,"TRW"
"199",0.109,0.0686198604479461,0.0565379237561098,0.0852214369679269,"MXD"
"200",0.109,0.10947919854749,0.107095198205046,0.111570129996106,"TRW"
"201",0.11,0.0669000034862283,0.0551165014839146,0.083796578434766,"MXD"
"202",0.11,0.108848485827424,0.106469741416626,0.110970414874712,"TRW"
"203",0.111,0.0654219688653283,0.0537596674929298,0.0820314412452127,"MXD"
"204",0.111,0.108108392387737,0.105751970305363,0.11028623577565,"TRW"
"205",0.112,0.0642017289464679,0.0527774270508188,0.0808419824831103,"MXD"
"206",0.112,0.107292243948217,0.104946643292071,0.109438593259235,"TRW"
"207",0.113,0.0632498420060291,0.0520547511681833,0.079937758785922,"MXD"
"208",0.113,0.106336957848105,0.10401259670735,0.108469072118331,"TRW"
"209",0.114,0.0625709367576413,0.051578971879403,0.0789549007798025,"MXD"
"210",0.114,0.105379301595729,0.103178265589154,0.107455145405965,"TRW"
"211",0.115,0.0621634585991414,0.0513396885608733,0.0781798202248586,"MXD"
"212",0.115,0.104403761673413,0.102358444721568,0.106421805781861,"TRW"
"213",0.116,0.0620206926715989,0.0512225593623732,0.0776521394566783,"MXD"
"214",0.116,0.103475099003411,0.101491984460674,0.10553818300507,"TRW"
"215",0.117,0.0621305376323542,0.0515674055777524,0.0773671670659541,"MXD"
"216",0.117,0.102631665544229,0.100699099818435,0.104724005609791,"TRW"
"217",0.118,0.0624764734854427,0.0519740433471581,0.0778529484948141,"MXD"
"218",0.118,0.101872139441848,0.100005596628137,0.103884995577515,"TRW"
"219",0.119,0.0630387183732154,0.052194194188296,0.0784216801702298,"MXD"
"220",0.119,0.101185807536145,0.0994003073013185,0.103246033474721,"TRW"
"221",0.12,0.0637940208671537,0.0525625220864408,0.0787619882142942,"MXD"
"222",0.12,0.100612919557051,0.0989174385218888,0.102654341953001,"TRW"
"223",0.121,0.0647168772626319,0.0534138564736593,0.0793333888212905,"MXD"
"224",0.121,0.100142833453515,0.0984992629573846,0.102113519246347,"TRW"
"225",0.122,0.065779642824942,0.0543767576951682,0.0804043011025444,"MXD"
"226",0.122,0.0998049408864279,0.0981680856845767,0.101716717079648,"TRW"
"227",0.123,0.0669541703174869,0.0551129975128335,0.081541826470631,"MXD"
"228",0.123,0.0995819214953004,0.0979941192359926,0.101437722888581,"TRW"
"229",0.124,0.0682117405471543,0.0559192316867596,0.0827120159795756,"MXD"
"230",0.124,0.0993346088868818,0.0977803423167969,0.101145218856218,"TRW"
"231",0.125,0.0695249612459979,0.0573019315373692,0.0838815740173656,"MXD"
"232",0.125,0.0990281014324525,0.0974367642654348,0.100819429946707,"TRW"
"233",0.126,0.0708691429512542,0.0589149444138078,0.085021854042354,"MXD"
"234",0.126,0.0986554110926943,0.0970838134515461,0.100429513176741,"TRW"
"235",0.127,0.0722237684028609,0.0596514404206504,0.0861117935465713,"MXD"
"236",0.127,0.0981856852767127,0.0966639099799421,0.100003577445419,"TRW"
"237",0.128,0.0735737717014917,0.0603838054712102,0.0871417321205648,"MXD"
"238",0.128,0.0976215580846892,0.0961253701864863,0.0994717424259103,"TRW"
"239",0.129,0.0749101835540483,0.0615932229625494,0.0886130742728282,"MXD"
"240",0.129,0.0969341753890551,0.0954476427003173,0.0986962378240034,"TRW"
"241",0.13,0.076230065984421,0.062817863522672,0.0903224805155535,"MXD"
"242",0.13,0.0962461370454758,0.0947666022572666,0.0979386848445977,"TRW"
"243",0.131,0.0775357283761605,0.0640346750357288,0.0919849261738239,"MXD"
"244",0.131,0.0955143331650759,0.0939836897634245,0.0971764149120453,"TRW"
"245",0.132,0.078833289756211,0.0652563234253405,0.0935776316228035,"MXD"
"246",0.132,0.0947777018247418,0.0932069036077122,0.0964513764443512,"TRW"
"247",0.133,0.0801305844434741,0.0668671968701671,0.0950908536140232,"MXD"
"248",0.133,0.0942502513330208,0.0926659798487375,0.0959595454433274,"TRW"
"249",0.134,0.0814351536136583,0.0681371437110477,0.0965304771822366,"MXD"
"250",0.134,0.0938370865850297,0.0922509461529324,0.0955583446550698,"TRW"
"251",0.135,0.0827520116982997,0.0693406457876918,0.0979137781945505,"MXD"
"252",0.135,0.0934968896330481,0.0919136874864386,0.0952143940528749,"TRW"
"253",0.136,0.0840820056335222,0.070687515381103,0.0992660998238104,"MXD"
"254",0.136,0.0932015506212196,0.0916337604943129,0.0949049361132487,"TRW"
"255",0.137,0.0854207889321415,0.0722250789214511,0.100615688075991,"MXD"
"256",0.137,0.0928385384296966,0.0913105328571597,0.0945189522379255,"TRW"
"257",0.138,0.0867584520586669,0.0738199958174162,0.10263896242906,"MXD"
"258",0.138,0.0922814657258765,0.0908012266900953,0.093931725103021,"TRW"
"259",0.139,0.0880803348456427,0.0750323803774109,0.103948723028329,"MXD"
"260",0.139,0.0915263141791989,0.0900919374128474,0.0931501881367951,"TRW"
"261",0.14,0.0893686578105793,0.0760663664722783,0.105354331942983,"MXD"
"262",0.14,0.090612585231539,0.0891909664261366,0.0922163577664792,"TRW"
"263",0.141,0.0906045737349636,0.0773065103564586,0.107004447851754,"MXD"
"264",0.141,0.0895255521898772,0.0881047289463318,0.0911195963518941,"TRW"
"265",0.142,0.0917697948996076,0.0780054137814632,0.108504213869458,"MXD"
"266",0.142,0.0883759861985765,0.0869211820281065,0.0899759058339468,"TRW"
"267",0.143,0.0928484620829906,0.0789762503960001,0.109868980222988,"MXD"
"268",0.143,0.0872437782711616,0.085763340194143,0.0888389518553338,"TRW"
"269",0.144,0.0938289153331602,0.0799440197459672,0.111127454660266,"MXD"
"270",0.144,0.0861614863536283,0.0846697302659652,0.0877746665151686,"TRW"
"271",0.145,0.0947043864696311,0.0808468684321153,0.112223147198411,"MXD"
"272",0.145,0.0851829223340959,0.0837397312670949,0.0868222736375881,"TRW"
"273",0.146,0.0954730793427823,0.0816613095810898,0.112426563767905,"MXD"
"274",0.146,0.0843735689082032,0.0829818193733128,0.0860462785446263,"TRW"
"275",0.147,0.0961385555805372,0.0822557115863563,0.113055305111397,"MXD"
"276",0.147,0.0836699878849504,0.0823291364379111,0.085379049281994,"TRW"
"277",0.148,0.09670765552301,0.0826438255366066,0.11342474778283,"MXD"
"278",0.148,0.083084877204031,0.0817111476775163,0.0848294583876538,"TRW"
"279",0.149,0.0971891983499331,0.0829759318331188,0.113488141591752,"MXD"
"280",0.149,0.082618330691148,0.0812643100875333,0.0843371360166889,"TRW"
"281",0.15,0.0975918026007876,0.083159479851873,0.113471088414595,"MXD"
"282",0.15,0.0821763681143809,0.0808794690196977,0.0838507324351157,"TRW"
"283",0.151,0.0979228021579293,0.0834209352666593,0.113381467163086,"MXD"
"284",0.151,0.0817628204845157,0.0805091164328812,0.0833934234037924,"TRW"
"285",0.152,0.098186386755372,0.0835716927628207,0.113198092125426,"MXD"
"286",0.152,0.0813206339089241,0.0800524317570086,0.0829182767540409,"TRW"
"287",0.153,0.0983834680507052,0.0838886461764744,0.113376435707515,"MXD"
"288",0.153,0.0808146781600723,0.0795911144434294,0.0823635339347865,"TRW"
"289",0.154,0.0985118988922004,0.0842264027444676,0.113657957241344,"MXD"
"290",0.154,0.0802063691265905,0.0790063494118578,0.0816916663992278,"TRW"
"291",0.155,0.0985670530685646,0.0844862603815475,0.113328629599794,"MXD"
"292",0.155,0.0794997434081762,0.0783054870421794,0.0810051767029612,"TRW"
"293",0.156,0.0985433621940511,0.0846714347069561,0.113523867120104,"MXD"
"294",0.156,0.0787173191277445,0.0774966031996848,0.0802126494941707,"TRW"
"295",0.157,0.0984360391895788,0.0847512313557517,0.11349161270186,"MXD"
"296",0.157,0.0778374100626432,0.076593359391011,0.0792596751320149,"TRW"
"297",0.158,0.0982429159375306,0.0848155359928498,0.113248981748516,"MXD"
"298",0.158,0.0768772522019022,0.0756139231180822,0.0782206117216561,"TRW"
"299",0.159,0.0979663186129081,0.0849418435301462,0.112726262749501,"MXD"
"300",0.159,0.0759069354141079,0.0746004792566636,0.0772076535448179,"TRW"
"301",0.16,0.0976139757940805,0.0845914807049776,0.11204398397239,"MXD"
"302",0.16,0.0749130870755253,0.0736186832241296,0.0762537483193836,"TRW"
"303",0.161,0.0971993528932936,0.083977211042038,0.111222778068868,"MXD"
"304",0.161,0.0738904120402877,0.0726272486369103,0.0752618411139032,"TRW"
"305",0.162,0.0967407759774147,0.0833585219218055,0.110292264361326,"MXD"
"306",0.162,0.0729574690388544,0.0717350459658222,0.0743103599809994,"TRW"
"307",0.163,0.0962603049654407,0.0831013340325808,0.109479353582465,"MXD"
"308",0.163,0.0721186035397803,0.070927137336611,0.0733989365222223,"TRW"
"309",0.164,0.0957818722054832,0.0826178360419327,0.109099057235755,"MXD"
"310",0.164,0.0714429307829611,0.0702714136447645,0.07264614368491,"TRW"
"311",0.165,0.0953292976812152,0.0821717783163236,0.108704212594815,"MXD"
"312",0.165,0.0709967331833079,0.069839632867693,0.0721735079483723,"TRW"
"313",0.166,0.0949245776653399,0.081992613534,0.107730101352855,"MXD"
"314",0.166,0.0708032728575894,0.0696108278777751,0.0719603169637467,"TRW"
"315",0.167,0.0945860002229025,0.0816949093031553,0.107255165619543,"MXD"
"316",0.167,0.0708221741616402,0.0695795494882616,0.0719473111043862,"TRW"
"317",0.168,0.0943271044979256,0.0818532969507967,0.107075304827703,"MXD"
"318",0.168,0.0709819660225973,0.0697139480671249,0.0720380964882269,"TRW"
"319",0.169,0.0941543798678034,0.0820386126454555,0.106718847012494,"MXD"
"320",0.169,0.0712623032865828,0.0700385749326769,0.0722885040939451,"TRW"
"321",0.17,0.0940684920196028,0.082141470063534,0.106795807184735,"MXD"
"322",0.17,0.0716068908927081,0.0703731001822454,0.0726269911595699,"TRW"
"323",0.171,0.094063917477507,0.0821483527812866,0.106920544211395,"MXD"
"324",0.171,0.0719310427251359,0.0706576182427798,0.0729411903200064,"TRW"
"325",0.172,0.0941303500424658,0.0823877858617025,0.107025269319523,"MXD"
"326",0.172,0.0722393385547936,0.0709707594442324,0.0732378161850741,"TRW"
"327",0.173,0.0942547317175512,0.0825595239490268,0.106747941025137,"MXD"
"328",0.173,0.0724690407425047,0.0712121576570996,0.0734518482866874,"TRW"
"329",0.174,0.0944225706682317,0.0827677075844818,0.107316517754946,"MXD"
"330",0.174,0.0725944471312833,0.0713633533375589,0.0735886124983358,"TRW"
"331",0.175,0.0946193579877568,0.0829054472736533,0.106893859576941,"MXD"
"332",0.175,0.0726358854859946,0.0714058105064546,0.0736462758431478,"TRW"
"333",0.176,0.0948327480333417,0.0834398411089551,0.107075933529525,"MXD"
"334",0.176,0.0725557636532587,0.0713430795766802,0.0735716960120769,"TRW"
"335",0.177,0.095053297411938,0.0840232079591424,0.107627312229792,"MXD"
"336",0.177,0.0723792149228064,0.0711923585112766,0.0734102223477053,"TRW"
"337",0.178,0.0952751541388973,0.0843571590269262,0.108177656406617,"MXD"
"338",0.178,0.0721097964720624,0.070904735252746,0.0731492053438135,"TRW"
"339",0.179,0.0954961482567819,0.0847334893434304,0.108703330271818,"MXD"
"340",0.179,0.0717880107133865,0.0705663401871679,0.0728305288755351,"TRW"
"341",0.18,0.0957173437958466,0.0851312963525102,0.109099783960566,"MXD"
"342",0.18,0.0714679683520628,0.0702393789870052,0.0725105403501117,"TRW"
"343",0.181,0.0959422525374422,0.085078515423154,0.109384486795226,"MXD"
"344",0.181,0.0711421342409772,0.0699180783602063,0.0721822906210471,"TRW"
"345",0.182,0.0961758357239296,0.085188667293117,0.109722936773208,"MXD"
"346",0.182,0.0708701145831033,0.0696896847539938,0.0719055337011491,"TRW"
"347",0.183,0.0964236576709665,0.0853352476837871,0.110057859926949,"MXD"
"348",0.183,0.0706853162487647,0.0695457762379321,0.0717132953260857,"TRW"
"349",0.184,0.0966911356680227,0.0856281717792441,0.110410125789075,"MXD"
"350",0.184,0.0705686435102132,0.0694413923304068,0.0715861355555773,"TRW"
"351",0.185,0.0969829249489883,0.0860980600863878,0.110796543976227,"MXD"
"352",0.185,0.0705357213186742,0.0693928511451559,0.071540827953055,"TRW"
"353",0.186,0.0973026053677334,0.0865705854108719,0.111207508521091,"MXD"
"354",0.186,0.0705998289153709,0.06947206111902,0.0716473222714159,"TRW"
"355",0.187,0.0976520223417358,0.0869537155420534,0.11149070981893,"MXD"
"356",0.187,0.0707219496484527,0.0695780387712081,0.0718220593443817,"TRW"
"357",0.188,0.0980314017884163,0.0873739951201363,0.111826363510033,"MXD"
"358",0.188,0.070886480505613,0.0697347997019577,0.0720074857192496,"TRW"
"359",0.189,0.0984393547023678,0.0878090902827251,0.112082747885534,"MXD"
"360",0.189,0.0710517344233578,0.0698855122093078,0.0721651921992777,"TRW"
"361",0.19,0.0988726127702366,0.0882398902114978,0.112193019449935,"MXD"
"362",0.19,0.0712479626133471,0.0700690357697218,0.0723514682555146,"TRW"
"363",0.191,0.0993261788292756,0.0887828881431777,0.1124441701175,"MXD"
"364",0.191,0.0714226810238589,0.0702418628756024,0.0725186646091888,"TRW"
"365",0.192,0.099793747628788,0.0889362247213537,0.112769672674716,"MXD"
